證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1709","和益","648988","13420599","20.90","21.00","20.50","20.50","-0.3500","443"
"1710","東聯","1255043","21606772","17.25","17.55","17.00","17.00","-0.2500","573"
"1711","永光","536207","9242228","17.25","17.40","17.10","17.15","0.0500","385"
"1712","興農","2305430","81971677","35.20","36.00","35.00","35.90","0.7000","1540"
"1713","國化","79001","1897474","24.05","24.05","23.95","24.05","0.0500","25"
"1714","和桐","1621441","13477034","8.37","8.37","8.26","8.27","-0.0600","708"
"1717","長興","887190","27226146","30.80","31.00","30.50","30.55","-0.3000","884"
"1718","中纖","1827326","14394857","7.89","7.99","7.80","7.82","-0.0600","837"
"1720","生達","318855","14300528","45.15","45.25","44.50","44.80","-0.3500","326"
"1721","三晃","734667","9806270","13.35","13.55","13.20","13.30","0.0500","447"
"1722","台肥","1365792","70948193","52.20","52.50","51.50","51.50","-0.4000","736"
"1723","中碳","237383","24602511","103.50","104.50","103.00","103.50","0.0000","277"
"1725","元禎","72000","1394800","19.40","19.70","19.10","19.25","-0.1500","61"
"1726","永記","5049","352734","69.70","69.90","69.70","69.90","0.3000","7"
"1727","中華化","286465","6919159","24.30","24.95","23.65","23.65","-0.6500","205"
"1730","花仙子","4616","246025","53.20","53.20","53.20","53.20","0.0000","23"
"1731","美吾華","543222","9759350","17.80","18.30","17.75","17.95","0.2500","288"
"1732","毛寶","328080","8923640","27.40","27.50","26.95","27.00","-0.0500","210"
"1733","五鼎","180182","4351312","24.15","24.55","24.00","24.00","-0.3000","137"
"1734","杏輝","336925","9462639","28.20","28.50","27.85","27.85","-0.2500","248"
"1735","日勝化","2896","41735","14.50","14.50","14.25","14.25","-0.3500","14"
"1736","喬山","2750412","214274211","77.30","79.60","76.50","77.30","0.0000","2220"
"1737","臺鹽","85279","2602689","30.30","30.70","30.30","30.45","0.1500","111"
"1752","南光","253250","8453296","34.10","34.10","33.20","33.30","-0.5000","154"
"1760","寶齡富錦","8881927","1280179246","147.00","148.00","142.00","142.50","-3.0000","5844"
"1762","中化生","133141","7058833","53.30","53.60","52.60","53.10","-0.3000","105"
"1773","勝一","229406","23677643","104.00","104.50","102.00","103.00","-0.5000","237"
"1776","展宇","17121","298690","17.40","17.50","17.30","17.40","0.1000","18"
"1783","和康生","168219","6070165","36.35","36.60","35.55","36.00","-0.3500","159"
"1786","科妍","39918","1751507","43.95","44.55","43.20","43.60","-0.3000","102"
"1789","神隆","1093960","25924767","24.05","24.20","23.35","23.35","-0.6500","555"
"1795","美時","10720313","1643419673","152.00","155.50","151.50","153.00","0.0000","6896"
"1802","台玻","15133526","295132997","19.40","19.85","19.20","19.30","0.0500","7160"
"1805","寶徠","24108","270468","11.45","11.50","10.65","11.45","-0.1000","14"
"1806","冠軍","273141","2323176","8.40","8.60","8.40","8.48","0.0800","136"
"1808","潤隆","323392","19411006","59.80","60.40","59.60","60.10","0.6000","310"
"1809","中釉","398909","4896811","12.20","12.50","12.10","12.30","0.0000","195"
"1817","凱撒衛","11316","396341","35.00","35.25","34.90","34.90","0.2500","14"
"1903","士紙","56004","2776197","49.45","50.30","48.90","49.90","0.4000","45"
"1904","正隆","470232","12197445","26.05","26.15","25.80","25.80","-0.2500","528"
"1905","華紙","661514","10841781","16.45","16.55","16.20","16.20","-0.2000","423"
"1906","寶隆","1130407","17864279","15.80","15.90","15.60","15.70","0.1500","157"
"1907","永豐餘","1397719","34394012","25.00","25.00","24.40","24.55","-0.4500","1024"
"1909","榮成","1338260","20485332","15.50","15.50","15.15","15.20","-0.2500","778"
"2002","中鋼","35416577","974330757","27.20","27.75","27.10","27.45","0.2500","13329"
"2002A","中鋼特","15940","718690","45.20","45.20","45.00","45.10","0.0500","20"
"2006","東和鋼鐵","3208891","174356199","52.70","54.90","52.70","54.60","1.9000","1925"
"2007","燁興","633437","5969685","9.36","9.53","9.30","9.35","-0.0100","343"
"2008","高興昌","22252","375244","16.15","17.00","16.15","16.95","0.1000","17"
"2009","第一銅","769792","16358239","21.15","21.50","21.00","21.00","-0.1000","424"
"2010","春源","564779","8407874","14.85","15.05","14.70","14.80","-0.0500","378"
"2012","春雨","104142","2321940","22.60","22.60","22.00","22.15","-0.3500","71"
"2013","中鋼構","893128","50871187","56.40","59.00","55.50","57.20","1.0000","785"
"2014","中鴻","12431411","271029749","21.20","22.00","21.20","21.90","0.6500","6393"
"2015","豐興","223660","13205169","59.90","59.90","58.50","58.60","-0.6000","209"
"2017","官田鋼","538984","6593510","12.25","12.40","12.00","12.20","0.0500","297"
"2020","美亞","166933","3883578","23.40","23.60","22.90","23.15","-0.2500","141"
"2022","聚亨","700382","5677575","8.17","8.17","8.07","8.12","0.0000","348"
"2023","燁輝","4570991","65401619","14.30","14.50","14.10","14.40","0.0500","2044"
"2024","志聯","14261","257888","18.65","18.65","18.00","18.05","0.0000","21"
"2025","千興","84851","340063","4.02","4.08","4.00","4.00","0.0100","24"
"2027","大成鋼","7535334","290079778","39.00","39.00","38.10","38.15","-0.7500","4644"
"2028","威致","412826","9678582","23.05","23.75","23.05","23.45","0.4000","290"
"2029","盛餘","248242","5593845","22.50","22.65","22.40","22.55","0.2500","207"
"2030","彰源","853187","19261110","22.50","22.80","22.40","22.45","0.0500","399"
"2031","新光鋼","1033415","36568290","35.20","35.75","35.00","35.20","0.0500","797"
"2032","新鋼","175002","2931132","16.55","16.95","16.55","16.70","0.0500","123"
"2033","佳大","131000","1628450","12.50","12.60","12.30","12.30","0.0000","93"
"2034","允強","2196942","56881744","26.20","26.30","25.70","25.90","-0.2000","791"
"2038","海光","683324","12376017","18.15","18.25","17.85","18.10","0.1000","363"
"2049","上銀","2102691","351958363","164.50","169.50","164.00","166.50","0.0000","1894"
"2059","川湖","322038","139944564","436.50","440.00","431.50","433.00","0.0000","331"
"2062","橋椿","282242","5931105","20.75","21.25","20.75","20.85","0.1500","179"
"2069","運錩","246304","4912740","20.10","20.20","19.75","19.75","-0.0500","152"
"2101","南港","504029","17155569","33.85","34.45","33.80","33.95","-0.2000","404"
"2102","泰豐","533065","10058455","19.05","19.20","18.60","18.75","-0.2500","292"
"2103","台橡","1061512","28715300","26.85","27.40","26.70","26.75","-0.1000","796"
"2104","國際中橡","1547408","29646817","19.25","19.35","19.00","19.00","-0.2500","548"
"2105","正新","3157968","106613541","34.00","34.20","33.50","33.50","-0.4500","2104"
"2106","建大","521357","16059719","30.55","31.05","30.55","30.80","0.1000","359"
"2107","厚生","105752","2102285","19.90","19.95","19.80","19.80","-0.1500","127"
"2108","南帝","457563","16086615","35.00","35.65","34.75","34.95","-0.1000","499"
"2109","華豐","43301","608941","14.15","14.15","14.00","14.10","0.0000","47"
"2114","鑫永銓","30947","3081511","98.90","101.00","98.10","99.80","0.8000","95"
"2115","六暉-KY","22465","684195","30.50","30.50","30.35","30.35","0.0500","26"
"2201","裕隆","9182213","396958595","42.90","43.70","42.55","43.00","0.2000","4702"
"2204","中華","581179","23795032","41.25","41.30","40.80","40.85","-0.3500","410"
"2206","三陽工業","1521629","55418116","36.20","36.80","36.20","36.25","0.0000","1112"
"2207","和泰車","180940","103953536","563.00","579.00","563.00","577.00","9.0000","255"
"2208","台船","786806","11847622","15.00","15.20","14.90","15.00","0.0000","450"
"2211","長榮鋼","99795","4814443","47.55","48.60","47.55","48.15","0.2500","145"
"2227","裕日車","30486","5717627","187.50","191.00","186.50","187.50","-1.0000","68"
"2228","劍麟","273060","19916044","72.40","73.70","72.10","73.10","1.2000","202"
"2231","為升","1663121","235178372","143.50","147.00","138.00","139.50","-2.5000","1662"
"2233","宇隆","101159","9266233","92.60","92.70","90.60","90.60","-2.2000","142"
"2236","百達-KY","5000","103500","20.65","20.75","20.65","20.75","0.0000","3"
"2239","英利-KY","116225","7795975","68.50","68.50","66.00","68.10","0.6000","126"
"2241","艾姆勒","7000","209350","30.20","30.20","29.80","29.95","0.1500","7"
"2243","宏旭-KY","50006","614723","12.40","12.60","12.25","12.30","0.0500","35"
"2247","汎德永業","51243","10271098","201.00","202.50","199.50","200.50","-2.0000","122"
"2250","IKKA-KY","34171","2378474","70.10","70.30","69.00","69.60","-0.1000","41"
"2301","光寶科","13982689","909840754","62.60","66.00","62.40","65.00","2.3000","7137"
"2302","麗正","324587","4916805","15.20","15.30","14.95","15.00","-0.1000","190"
"2303","聯電","70803827","2723117976","38.30","38.90","38.00","38.20","-0.0500","25370"
"2305","全友","13131843","390816309","28.95","30.45","28.85","28.90","-0.1000","6840"
"2308","台達電","4380952","1179418860","272.00","273.00","267.00","268.00","-4.5000","6267"
"2312","金寶","17307720","242393904","14.30","14.30","13.80","13.80","-0.4000","5501"
"2313","華通","13039555","583539614","45.65","45.65","44.00","44.15","-1.2000","6558"
"2314","台揚","945484","34873239","36.65","37.40","36.30","36.40","-0.0500","697"
"2316","楠梓電","167073","3820793","23.05","23.10","22.65","22.90","0.1500","117"
"2317","鴻海","54152038","5612465128","104.00","105.00","103.00","103.00","-0.5000","15893"
"2321","東訊","2988","14257","5.08","5.08","5.08","5.08","0.0000","10"
"2324","仁寶","20092230","425219916","21.10","21.40","21.00","21.05","-0.1000","4637"
"2327","國巨","3941850","1071435591","278.50","279.50","268.00","268.00","-10.5000","14930"
"2328","廣宇","2228728","72758731","33.05","33.40","32.25","32.25","-0.8500","1520"
"2329","華泰","973265","15482644","15.90","16.10","15.75","15.75","-0.1500","483"
"2330","台積電","48655069","19398261013","404.00","405.00","395.50","395.50","-11.5000","68211"
"2331","精英","3103881","65653031","21.40","21.60","20.80","20.95","-0.3500","1580"
"2332","友訊","986246","14844111","15.10","15.20","14.95","15.00","-0.1000","662"
"2337","旺宏","11611273","375414103","32.90","33.00","32.00","32.00","-0.9500","6606"
"2338","光罩","4702570","262106689","55.40","56.70","54.90","55.40","0.3000","3167"
"2340","台亞","1384280","44980780","32.35","32.85","32.10","32.25","-0.1000","1001"
"2342","茂矽","5942753","203520301","33.95","34.95","33.45","34.50","1.1000","3348"
"2344","華邦電","17139395","350364156","20.65","20.75","20.25","20.25","-0.5500","7056"
"2345","智邦","2658235","648561721","247.00","248.50","241.50","241.50","-7.5000","2568"
"2347","聯強","4185249","228086403","53.50","55.00","53.50","54.40","0.6000","1905"
"2348","海悅","110365","6986618","65.80","65.80","62.90","63.40","-0.6000","154"
"2348A","海悅甲特","7000","251400","35.80","36.00","35.70","35.70","0.0000","7"
"2349","錸德","549317","3905560","7.14","7.19","7.06","7.06","-0.0700","303"
"2351","順德","624476","64202149","103.00","104.50","102.00","102.00","-1.0000","496"
"2352","佳世達","5228587","140265652","27.00","27.10","26.65","26.70","-0.4500","3392"
"2353","宏碁","11039031","245361944","22.35","22.40","22.00","22.10","-0.3500","6334"
"2354","鴻準","2012156","93420970","46.80","47.00","46.00","46.00","-0.3000","1526"
"2355","敬鵬","381345","10573634","27.85","28.15","27.40","27.45","-0.5000","329"
"2356","英業達","10767551","244079661","22.50","22.85","22.30","22.65","-0.1000","4115"
"2357","華碩","3207142","764522214","235.50","240.00","234.00","239.00","2.5000","3033"
"2358","廷鑫","2842351","41246853","14.60","14.85","14.25","14.25","-0.3000","1260"
"2359","所羅門","1535695","36811250","24.30","24.40","23.50","23.50","-0.4000","843"
"2360","致茂","1066501","190939907","176.00","180.50","176.00","178.00","2.0000","1139"
"2362","藍天","112680","3503006","31.20","31.50","30.75","30.90","-0.3000","91"
"2363","矽統","1314463","20657313","15.70","15.95","15.55","15.55","-0.2000","731"
"2364","倫飛","196313","14239292","75.30","75.30","71.60","72.10","-4.9000","198"
"2365","昆盈","202053","1973620","9.76","9.91","9.62","9.68","-0.0600","116"
"2367","燿華","8546522","156930017","18.40","18.75","18.10","18.10","-0.2500","2932"
"2368","金像電","12457273","1050608645","83.90","85.80","83.00","83.00","0.0000","8603"
"2369","菱生","597671","7655988","12.85","13.00","12.65","12.65","-0.2000","393"
"2371","大同","5363612","170170327","31.80","31.85","31.55","31.75","0.0000","1130"
"2373","震旦行","57286","4548699","79.20","80.00","79.10","79.60","0.0000","78"
"2374","佳能","381886","7877945","20.75","20.85","20.45","20.45","-0.1500","335"
"2375","凱美","187113","9620796","51.90","52.20","50.70","50.80","-0.9000","202"
"2376","技嘉","21260504","1928784070","88.60","91.90","88.60","91.60","2.3000","15846"
"2377","微星","4650072","510648711","107.50","111.50","107.50","110.00","2.0000","2732"
"2379","瑞昱","2855117","723807970","250.00","257.50","250.00","251.50","-0.5000","2834"
"2380","虹光","425369","5052529","11.55","12.20","11.55","11.90","0.2000","223"
"2382","廣達","8402703","596114104","70.60","71.50","70.10","70.60","-0.1000","3788"
"2383","台光電","1432309","205857920","143.50","146.50","142.00","142.00","-1.5000","1512"
"2385","群光","2374195","190274157","79.90","81.20","79.60","79.60","-0.2000","1517"
"2387","精元","652222","23833130","36.90","37.20","35.90","36.10","-0.2000","377"
"2388","威盛","25109260","1646932875","65.70","67.60","64.00","64.00","-1.0000","13307"
"2390","云辰","616848","7444731","12.00","12.20","11.90","11.95","-0.1000","413"
"2392","正崴","1274882","45846282","36.25","36.65","35.55","35.70","-0.5500","1355"
"2393","億光","975813","34637753","35.45","35.90","35.10","35.10","-0.3000","776"
"2395","研華","968854","289234205","300.00","302.00","296.00","297.50","-4.0000","1655"
"2397","友通","5007","286900","57.10","57.70","57.00","57.60","0.0000","9"
"2399","映泰","9032766","115548806","11.95","13.00","11.95","13.00","1.1500","3818"
"2401","凌陽","1821516","41075533","22.70","22.95","22.25","22.40","-0.2500","1409"
"2402","毅嘉","4438153","78559557","17.75","18.20","17.35","17.45","-0.2500","1819"
"2404","漢唐","535424","78304319","146.00","148.50","144.50","145.00","1.0000","517"
"2405","輔信","1260826","15015554","11.95","12.15","11.75","11.80","-0.1500","547"
"2406","國碩","1521306","26544036","17.30","17.60","17.25","17.25","0.1500","842"
"2408","南亞科","20069987","1086101317","54.70","55.30","53.50","53.80","-2.0000","12802"
"2409","友達","62722254","1129109104","18.00","18.25","17.65","18.15","-0.0500","15772"
"2412","中華電","10398480","1121882741","108.50","109.00","107.00","107.50","-1.0000","9358"
"2413","環科","7942684","205831589","26.40","26.80","25.15","25.20","-1.2000","4288"
"2414","精技","63024","1826008","28.85","29.30","28.70","28.85","-0.2500","57"
"2415","錩新","99944","2176090","21.25","22.00","21.25","21.60","0.0500","112"
"2417","圓剛","264985","5291494","20.00","20.30","19.50","19.75","-0.2500","297"
"2419","仲琦","4793323","123326065","25.55","26.20","25.15","25.40","0.0500","2723"
"2420","新巨","103552","3965705","38.50","38.55","38.05","38.30","-0.1000","110"
"2421","建準","1611654","66216253","40.90","42.00","40.30","40.50","0.1000","1433"
"2423","固緯","232149","5980271","25.75","25.90","25.55","25.70","0.1500","159"
"2424","隴華","32390","683064","20.35","20.35","19.30","19.95","0.1500","65"
"2425","承啟","773047","17578471","22.70","22.85","22.60","22.75","0.1000","282"
"2426","鼎元","395403","6382782","15.90","16.35","15.90","15.95","0.0500","285"
"2427","三商電","412359","4461408","10.95","11.00","10.65","10.75","-0.1500","170"
"2428","興勤","337807","39269847","117.00","118.50","115.00","115.00","-2.0000","306"
"2429","銘旺科","28050","280694","10.20","10.25","9.90","10.25","-0.1500","15"
"2430","燦坤","50838","2130111","41.50","42.15","41.50","41.95","-0.3000","346"
"2431","聯昌","170058","1729633","10.20","10.30","10.10","10.10","-0.0500","81"
"2433","互盛電","16200","746760","46.00","46.15","46.00","46.10","0.1000","12"
"2434","統懋","80565","2201685","27.80","28.00","27.00","27.50","-0.3000","31"
"2436","偉詮電","773567","31508668","40.60","41.35","40.20","40.20","-0.2500","562"
"2438","翔耀","11300","155395","14.10","14.10","13.55","13.80","0.1000","13"
"2439","美律","2478326","222230428","89.60","91.10","88.10","88.50","-1.0000","3080"
"2440","太空梭","144691","1722873","11.85","12.20","11.80","11.85","0.0000","71"
"2441","超豐","1857903","87810083","46.70","47.65","46.50","47.05","0.7500","1413"
"2442","新美齊","284233","3478297","12.25","12.35","12.15","12.25","0.0000","138"
"2443","昶虹","135001","331622","2.44","2.52","2.44","2.52","0.0800","24"
"2444","兆勁","134458","1527464","11.35","11.50","11.25","11.25","-0.1500","75"
"2449","京元電子","5592622","175417777","31.50","31.80","31.00","31.00","-0.5000","2998"
"2450","神腦","47609","1426584","30.00","30.00","29.90","29.95","0.1500","35"
"2451","創見","376430","25051261","66.80","67.20","66.00","66.00","-0.5000","379"
"2453","凌群","12215","294561","24.20","24.20","23.90","24.10","0.2000","16"
"2454","聯發科","5894955","3439414613","585.00","591.00","577.00","577.00","-11.0000","6208"
"2455","全新","1424644","84046105","58.90","60.20","58.00","58.20","-0.3000","1208"
"2457","飛宏","4014956","145821518","35.80","36.75","35.70","36.10","0.7000","2692"
"2458","義隆","2594284","214883202","82.60","84.20","81.90","82.30","-0.3000","2550"
"2459","敦吉","37007","1885858","51.20","51.20","50.80","51.00","-0.1000","27"
"2460","建通","85351","1118899","13.20","13.30","12.95","13.05","-0.0500","133"
"2461","光群雷","110032","1954464","17.85","17.95","17.65","17.70","0.0500","80"
"2462","良得電","131556","3160451","24.30","24.30","23.80","24.25","0.1000","107"
"2464","盟立","145697","5290505","36.60","36.65","36.00","36.25","-0.3500","159"
"2465","麗臺","4328332","127609077","26.85","30.00","26.85","30.00","2.7000","2796"
"2466","冠西電","79000","2545800","32.20","32.50","32.05","32.50","0.2500","57"
"2467","志聖","95811","4152003","42.65","43.55","42.65","43.45","0.1500","88"
"2468","華經","6276755","136306258","20.80","22.20","20.80","22.20","2.0000","2615"
"2471","資通","12230","310898","25.30","25.50","25.30","25.40","0.1000","19"
"2472","立隆電","162077","7692307","47.15","47.75","47.15","47.35","0.2000","120"
"2474","可成","3161388","541386585","172.00","172.50","170.50","170.50","-0.5000","1465"
"2476","鉅祥","909147","39999992","44.10","44.75","43.35","43.70","-0.4000","610"
"2477","美隆電","336509","5882309","18.00","18.00","17.15","17.45","-0.4500","218"
"2478","大毅","89270","3639785","40.40","41.15","40.40","40.80","-0.0500","130"
"2480","敦陽科","156675","12223020","78.60","78.70","77.80","77.90","-0.7000","225"
"2481","強茂","3412220","183057019","53.60","54.50","53.00","53.20","-0.4000","2231"
"2482","連宇","1318410","28485360","21.50","22.05","21.15","21.50","0.0000","688"
"2483","百容","501036","11953890","23.90","24.15","23.55","23.70","-0.0500","284"
"2484","希華","928971","28738041","31.15","31.40","30.70","30.70","-0.2500","516"
"2485","兆赫","658526","11090734","17.00","17.25","16.55","16.70","-0.2000","543"
"2486","一詮","715901","12303332","17.15","17.50","16.95","17.00","0.0000","467"
"2488","漢平","67612","1896702","28.05","28.20","27.80","28.05","0.1000","52"
"2489","瑞軒","1129749","10515648","9.31","9.40","9.25","9.28","0.0000","670"
"2491","吉祥全","23465","281401","11.90","12.25","11.80","11.80","-0.1500","22"
"2492","華新科","2399736","188118312","78.80","79.90","77.60","78.00","-1.0000","3112"
"2493","揚博","71264","2858528","39.95","40.25","39.95","40.25","0.0000","71"
"2495","普安","4031479","69056350","16.80","17.50","16.60","17.00","0.2000","1938"
"2496","卓越","10116","461217","45.60","46.15","45.50","45.50","-0.1000","22"
"2497","怡利電","3331065","227413124","69.00","70.00","66.90","66.90","-2.1000","2287"
"2498","宏達電","21399524","1120626830","52.40","53.50","51.70","51.70","-0.3000","10540"
"2501","國建","543805","8293660","15.30","15.45","15.15","15.20","-0.1500","407"
"2504","國產","2375612","52920006","22.30","22.50","22.10","22.10","-0.2000","979"
"2505","國揚","120714","2192533","18.15","18.30","17.90","18.20","0.1000","91"
"2506","太設","378147","3381424","8.89","9.00","8.84","8.93","0.0200","86"
"2509","全坤建","16792","240908","14.35","14.35","14.30","14.35","0.0000","68"
"2511","太子","668871","7158625","10.85","10.90","10.50","10.65","-0.2500","279"
"2514","龍邦","86148","1442119","16.55","16.80","16.55","16.75","0.0500","34"
"2515","中工","2932248","22874531","7.85","7.86","7.73","7.76","-0.0900","1178"
"2516","新建","108197","545975","5.08","5.08","5.00","5.00","-0.0500","63"
"2520","冠德","567349","13718793","24.35","24.50","23.90","24.05","-0.3000","495"
"2524","京城","9633","317080","33.25","33.25","32.70","33.00","-0.2500","10"
"2527","宏璟","146565","3005780","20.60","20.65","20.35","20.55","0.1000","105"
"2528","皇普","97158","1840569","19.00","19.00","18.80","19.00","0.0000","39"
"2530","華建","1995394","37046494","18.70","18.85","18.30","18.60","-0.1000","714"
"2534","宏盛","1004977","24792873","24.50","24.85","24.50","24.55","-0.1500","529"
"2535","達欣工","456566","13780683","29.95","30.45","29.90","30.45","0.5000","324"
"2536","宏普","162000","3605800","22.20","22.30","22.20","22.25","-0.0500","74"
"2537","聯上發","863170","6121092","7.04","7.15","7.02","7.05","0.0100","361"
"2538","基泰","378062","4735672","12.50","12.60","12.45","12.50","0.0000","124"
"2539","櫻花建","346394","11075036","31.90","32.05","31.85","32.00","0.0500","246"
"2540","愛山林","277045","26645108","95.00","97.50","95.00","95.60","0.6000","146"
"2542","興富發","4531588","182020252","39.65","40.50","39.65","40.20","0.6000","3035"
"2543","皇昌","90000","750790","8.31","8.40","8.31","8.40","0.0700","50"
"2545","皇翔","197266","7804045","39.30","39.85","39.30","39.65","0.3500","217"
"2546","根基","56635","2658335","47.15","47.20","46.50","46.95","-0.2000","82"
"2547","日勝生","1130327","10557535","9.37","9.42","9.22","9.25","-0.1100","326"
"2548","華固","502193","43858051","87.00","87.70","86.70","87.70","0.5000","455"
"2597","潤弘","43192","3576372","82.40","83.70","82.10","82.20","-0.1000","45"
"2601","益航","1555305","12731562","8.19","8.25","8.12","8.14","-0.0200","736"
"2603","長榮","47102292","6789975935","142.50","146.50","141.50","144.00","3.0000","24806"
"2605","新興","1703918","31683561","18.55","18.85","18.35","18.35","-0.0500","1074"
"2606","裕民","3108484","110879588","35.90","36.15","35.30","35.30","-0.1000","2057"
"2607","榮運","4989234","136208252","27.00","27.70","26.95","27.15","0.2500","2330"
"2608","嘉里大榮","372853","13372331","35.30","36.25","35.30","35.70","0.3000","343"
"2609","陽明","45574110","2877049679","62.20","63.90","61.90","63.00","1.1000","22565"
"2610","華航","35905620","618526002","17.30","17.50","17.05","17.05","-0.2000","12309"
"2611","志信","363018","4661763","12.60","13.00","12.60","12.65","-0.0500","227"
"2612","中航","273589","9147455","33.50","33.80","33.00","33.20","-0.0500","261"
"2613","中櫃","735058","16038638","21.50","22.20","21.40","21.40","-0.2500","361"
"2614","東森","1181663","23654793","20.05","20.30","19.75","19.95","-0.1000","1004"
"2615","萬海","12202502","829981098","67.60","68.80","66.80","67.90","0.9000","8280"
"2616","山隆","270040","8807219","33.00","33.00","32.30","32.50","-0.4000","304"
"2617","台航","589815","14455082","24.50","24.75","24.25","24.35","0.0000","447"
"2618","長榮航","49285332","1194262761","24.30","24.65","23.90","24.10","-0.2000","15552"
"2630","亞航","46094","739419","16.25","16.25","15.90","16.05","-0.0500","44"
"2633","台灣高鐵","3623803","100384279","28.00","28.05","27.55","27.55","-0.6000","1739"
"2634","漢翔","4834808","150981569","31.40","31.60","31.00","31.15","-0.1500","1896"
"2636","台驊投控","1263733","80110600","62.20","64.10","62.20","63.50","1.5000","1070"
"2637","慧洋-KY","5490641","301762270","55.40","55.60","54.30","54.50","-0.2000","3915"
"2642","宅配通","96610","4038767","41.85","42.45","41.20","41.20","-0.7000","164"
"2701","萬企","171133","2034913","11.75","11.95","11.75","11.80","0.0500","71"
"2702","華園","352921","6925611","19.65","19.85","19.50","19.60","-0.0500","217"
"2704","國賓","106456","3270709","30.80","30.90","30.55","30.60","-0.1500","105"
"2705","六福","203598","3243950","15.85","16.20","15.75","16.00","0.1500","130"
"2706","第一店","149776","2096449","14.00","14.10","13.90","13.95","-0.0500","147"
"2707","晶華","1459221","264597402","186.50","188.00","177.50","179.00","-6.5000","2195"
"2712","遠雄來","2000","67000","33.05","33.95","33.05","33.95","0.2000","2"
"2722","夏都","40109","1244613","31.55","31.55","30.70","30.95","-0.0500","44"
"2723","美食-KY","533909","55173738","103.50","104.50","103.00","103.00","-1.0000","385"
"2727","王品","331849","40862064","123.50","125.00","122.00","122.50","-1.0000","394"
"2731","雄獅","1220726","101061332","83.80","84.40","82.00","82.00","-1.7000","1040"
"2739","寒舍","18009","487042","26.80","27.45","26.80","26.85","0.0000","18"
"2748","雲品","332857","16349009","49.50","50.30","48.10","48.10","-1.9000","377"
"2753","八方雲集","303452","54502006","178.50","183.00","177.00","178.00","-1.0000","662"
"2801","彰銀","7880828","129511071","16.50","16.60","16.30","16.35","-0.2500","2784"
"2809","京城銀","1553698","47619329","30.90","31.25","30.30","30.60","-0.3000","1023"
"2812","台中銀","7076903","88498714","12.65","12.70","12.40","12.40","-0.2500","4866"
"2816","旺旺保","74054","1026106","13.85","13.90","13.85","13.90","-0.0500","35"
"2820","華票","549837","7885683","14.35","14.50","14.20","14.30","-0.1000","434"
"2832","台產","108121","2149596","19.95","19.95","19.80","19.90","-0.0500","84"
"2834","臺企銀","25153093","301858957","12.05","12.20","11.85","11.85","-0.1500","7155"
"2836","高雄銀","420517","5074514","12.10","12.15","12.00","12.05","0.0000","218"
"2836A","高雄銀甲特","16000","351200","21.95","21.95","21.95","21.95","0.0000","4"
"2838","聯邦銀","2259553","33067034","14.80","15.00","14.35","14.45","-0.6000","1522"
"2838A","聯邦銀甲特","78000","3851700","49.40","49.45","49.30","49.35","0.0000","31"
"2845","遠東銀","11392969","117059405","10.20","10.40","10.20","10.20","0.0000","2924"
"2849","安泰銀","183648","2616680","14.35","14.55","13.95","13.95","-0.4500","165"
"2850","新產","400118","17598219","44.50","45.05","43.50","43.50","-1.2500","333"
"2851","中再保","399997","7412661","18.55","18.80","18.35","18.45","-0.2000","342"
"2852","第一保","176567","2436882","13.75","13.90","13.70","13.80","0.0500","90"
"2855","統一證","562832","8249671","14.60","14.80","14.50","14.50","-0.1000","361"
"2867","三商壽","15298602","88847200","5.99","5.99","5.70","5.75","-0.2000","5488"
"2880","華南金","10915772","222772732","20.55","20.70","20.20","20.30","-0.2500","5288"
"2881","富邦金","18432480","930586076","50.50","51.00","50.00","50.40","-0.1000","11744"
"2881A","富邦特","528286","30994791","59.10","59.10","58.50","58.50","-0.1000","135"
"2881B","富邦金乙特","42000","2395200","57.30","57.30","56.90","57.20","0.0000","18"
"2881C","富邦金丙特","19482","1080951","55.60","55.60","55.40","55.40","-0.2000","33"
"2882","國泰金","25732909","983494761","38.15","38.50","37.95","38.30","0.1500","9643"
"2882A","國泰特","95582","5440497","57.10","57.10","56.60","56.80","-0.3000","43"
"2882B","國泰金乙特","14356","818256","57.00","57.10","56.90","57.10","-0.1000","14"
"2883","開發金","27145444","305599030","11.35","11.40","11.20","11.20","-0.1500","8828"
"2883B","開發金乙特","3066894","23569171","7.74","7.74","7.64","7.66","-0.0800","848"
"2884","玉山金","42594430","968494280","23.05","23.05","22.50","22.50","-0.5000","27229"
"2885","元大金","16121029","308519802","19.20","19.35","19.00","19.00","-0.2000","5898"
"2886","兆豐金","19896014","581920481","29.70","29.75","29.00","29.00","-0.7000","15193"
"2887","台新金","28817266","370342319","13.00","13.00","12.70","12.90","-0.2000","13495"
"2887E","台新戊特","232122","11321942","49.00","49.00","48.45","48.60","-0.4000","113"
"2887F","台新戊特二","29053","1355492","46.80","46.80","46.50","46.70","-0.3500","18"
"2887Z1","台新己特","7477","124199","16.60","16.60","16.60","16.60","0.0000","11"
"2888","新光金","23656900","187733857","7.99","7.99","7.90","7.93","-0.0400","8207"
"2888A","新光金甲特","14000","516200","36.90","37.00","36.85","37.00","-0.1500","9"
"2888B","新光金乙特","84360","3087902","36.70","36.70","36.50","36.55","-0.2000","48"
"2889","國票金","2749806","30995887","11.35","11.40","11.15","11.30","-0.1000","1690"
